task,shell,seed,op,t_param,t_init,n_nodes,mae,aurc,train_mae,const_mae,beats_const,valid,monotone,loss_thirds,t_learned,params,epochs,n_train,n_eval,hidden,n_layers,secs,device,seam,ppr_alpha,sgc_k,dtype,const_aurc,ppr_k
hops,s3168,0,gcn,relu,2.0,3168,0.17226336160533584,0.23212056556027708,0.180491883232437,0.18145969069973641,True,True,True,"[0.05409, 0.047, 0.04617]",[],3301,1000,8,6,32,4,71.8,cuda,cut,0.05,8,float32,0.2733522829962756,20
hops,s3168,0,heat,relu,2.0,3168,0.09630634189702521,0.1291781054246406,0.10094813190987381,0.18145969069973641,True,True,True,"[0.05479, 0.03926, 0.02279]","[15.8762, 12.3546, -0.2439, -0.2411]",3301,1000,8,6,32,4,245.9,cuda,cut,0.05,8,float32,0.2733522829962756,20
hops,s3168,0,qw,relu,2.0,3168,0.075867097971605,0.1168094474494803,0.0774448847369058,0.18145969069973641,True,True,True,"[0.05485, 0.04247, 0.03077]","[5.6399, 4.7174, 2.6663, 1.8885]",3301,1000,8,6,32,4,601.7,cuda,cut,0.05,8,float32,0.2733522829962756,20
hops,s3168,1,gcn,relu,2.0,3168,0.18616308219772404,0.2544147877987822,0.19990357789496135,0.19040591222322656,True,False,True,"[0.05916, 0.05472, 0.0543]",[],3301,1000,8,6,32,4,33.8,cuda,cut,0.05,8,float32,0.28291310491861643,20
hops,s3168,1,heat,relu,2.0,3168,0.19231338834375147,0.2721119916789667,0.20532826189108422,0.19040591222322656,False,False,False,"[0.05913, 0.05156, 0.05716]","[11.7584, 8.0813, -0.2005, -0.194]",3301,1000,8,6,32,4,284.0,cuda,cut,0.05,8,float32,0.28291310491861643,20
hops,s3168,1,qw,relu,2.0,3168,0.16794035159406542,0.23898016614072337,0.1790300415241015,0.19040591222322656,True,True,True,"[0.05922, 0.05369, 0.04365]","[6.1638, 4.4905, -0.0603, 2.2398]",3301,1000,8,6,32,4,627.3,cuda,cut,0.05,8,float32,0.28291310491861643,20
hops,s3168,2,gcn,relu,2.0,3168,0.1879931789737035,0.27789393283200753,0.18952098581822344,0.18885280880767394,True,False,True,"[0.05279, 0.05069, 0.05039]",[],3301,1000,8,6,32,4,33.9,cuda,cut,0.05,8,float32,0.27335988091577906,20
hops,s3168,2,heat,relu,2.0,3168,0.18979426718380474,0.27929502585783617,0.19121983258413489,0.18885280880767394,False,True,True,"[0.05248, 0.04595, 0.04221]","[11.1115, 9.7932, 6.9962, -0.2269]",3301,1000,8,6,32,4,291.4,cuda,cut,0.05,8,float32,0.27335988091577906,20
hops,s3168,2,qw,relu,2.0,3168,0.17882341575853508,0.26316592816041645,0.18081959439829615,0.18885280880767394,True,True,True,"[0.05249, 0.04856, 0.04669]","[5.4385, 3.5957, 1.862, -0.0029]",3301,1000,8,6,32,4,636.9,cuda,cut,0.05,8,float32,0.27335988091577906,20
hops,s3168,3,gcn,relu,2.0,3168,0.19650493904098443,0.25730528899152777,0.17939701568361166,0.19969980827360634,True,False,False,"[0.04804, 0.04567, 0.04577]",[],3301,1000,8,6,32,4,33.7,cuda,cut,0.05,8,float32,0.28059882068210995,20
