task,shell,seed,op,t_param,t_init,n_nodes,mae,aurc,train_mae,const_mae,beats_const,valid,monotone,loss_thirds,t_learned,params,epochs,n_train,n_eval,hidden,n_layers,secs,device,seam,ppr_alpha,sgc_k,dtype,const_aurc,ppr_k
hops,s3168,0,ppr,softplus,0.5,3168,0.177518609983326,0.24516579756867488,0.1775186104850486,0.1775131322700618,False,True,True,"[0.05121, 0.04338, 0.04227]",[],3301,1000,8,6,32,4,36.2,cuda,keep,0.02,8,float32,0.24503996099980466,0
hops,s3168,1,ppr,softplus,0.5,3168,0.13187018099479275,0.19979451643713866,0.13187015885099146,0.17751313254600928,True,True,True,"[0.04834, 0.04301, 0.039]",[],3301,1000,8,6,32,4,35.1,cuda,keep,0.02,8,float32,0.24503996733854405,0
hops,s3168,2,ppr,softplus,0.5,3168,0.1178380017812044,0.1746574730989637,0.11783799390641342,0.17751313199411436,True,True,True,"[0.04745, 0.04546, 0.03617]",[],3301,1000,8,6,32,4,35.3,cuda,keep,0.02,8,float32,0.2450399546610653,0
hops,s3168,3,ppr,softplus,0.5,3168,0.17751313010011158,0.24503995101566944,0.17751313263851434,0.1775131328219567,True,False,False,"[0.04646, 0.04489, 0.04571]",[],3301,1000,8,6,32,4,35.2,cuda,keep,0.02,8,float32,0.24503997367728345,0
hops,s3168,4,ppr,softplus,0.5,3168,0.17714792993295977,0.2444867934322487,0.17714792946259483,0.17751313227006182,True,False,True,"[0.0478, 0.04599, 0.04562]",[],3301,1000,8,6,32,4,35.3,cuda,keep,0.02,8,float32,0.24503996099980466,0
hops,s3168,5,ppr,softplus,0.5,3168,0.17888351475274322,0.21994441341611357,0.17888351711867884,0.17751313254600923,False,False,True,"[0.0491, 0.04536, 0.04441]",[],3301,1000,8,6,32,4,35.1,cuda,keep,0.02,8,float32,0.24503996733854405,0
hops,s3168,6,ppr,softplus,0.5,3168,0.17750020333650438,0.24508955218475179,0.17750020334355984,0.17751313199411436,True,False,False,"[0.04797, 0.04258, 0.04802]",[],3301,1000,8,6,32,4,35.2,cuda,keep,0.02,8,float32,0.2450399546610653,0
hops,s3168,7,ppr,softplus,0.5,3168,0.13539945168078873,0.20042463528465504,0.13539947443077283,0.17751313254600923,True,True,True,"[0.04716, 0.04461, 0.03806]",[],3301,1000,8,6,32,4,35.2,cuda,keep,0.02,8,float32,0.24503996733854405,0
hops,s3168,8,ppr,softplus,0.5,3168,0.1537903295414403,0.28981241260554413,0.1537903456712339,0.17751313199411436,True,False,False,"[0.04915, 0.04446, 0.04538]",[],3301,1000,8,6,32,4,35.1,cuda,keep,0.02,8,float32,0.2450399546610653,0
hops,s3168,9,ppr,softplus,0.5,3168,0.1773954577812994,0.2348376267985169,0.17739545777346,0.17751313199411436,True,False,True,"[0.04754, 0.04511, 0.0449]",[],3301,1000,8,6,32,4,35.1,cuda,keep,0.02,8,float32,0.2450399546610653,0
delay,s3168,0,ppr,softplus,0.5,3168,0.17156364667154486,0.22950999736244118,0.169723308012254,0.17132890445224533,False,False,False,"[0.0486, 0.04189, 0.04291]",[],3301,1000,8,6,32,4,36.3,cuda,keep,0.02,8,float32,0.2290273921377387,0
delay,s3168,1,ppr,softplus,0.5,3168,0.1152190638347239,0.2040570282626372,0.12313097297778261,0.16584156552513496,True,True,True,"[0.04684, 0.0409, 0.03171]",[],3301,1000,8,6,32,4,36.2,cuda,keep,0.02,8,float32,0.22160523053980408,0
delay,s3168,2,ppr,softplus,0.5,3168,0.15893933519165215,0.2027056822523827,0.15724963840131584,0.16977395215020782,True,True,True,"[0.04438, 0.04164, 0.03308]",[],3301,1000,8,6,32,4,36.2,cuda,keep,0.02,8,float32,0.22787955396072127,0
