task,shell,seed,op,t_param,t_init,n_nodes,mae,aurc,train_mae,const_mae,beats_const,valid,monotone,loss_thirds,t_learned,params,epochs,n_train,n_eval,hidden,n_layers,secs,device,seam,ppr_alpha,sgc_k,dtype,const_aurc,ppr_k
hops,s3168,0,gcn,softplus,2.0,3168,0.17226336160533584,0.23212056556027708,0.180491883232437,0.18145969069973641,True,True,True,"[0.05409, 0.047, 0.04617]",[],3301,1000,8,6,32,4,72.9,cuda,cut,0.05,8,float32,0.2733522829962756,20
hops,s3168,0,heat,softplus,2.0,3168,0.08489774081617694,0.12109185237150755,0.08792176335312736,0.18145969069973641,True,True,True,"[0.05479, 0.03955, 0.01911]","[14.3795, 10.9357, 9.2058, 9.0336]",3301,1000,8,6,32,4,246.0,cuda,cut,0.05,8,float32,0.2733522829962756,20
hops,s3168,0,qw,softplus,2.0,3168,0.18222494914607215,0.2706540110262377,0.18950070681125677,0.18145969069973641,False,False,False,"[0.05485, 0.04607, 0.05021]","[4.2503, 3.0931, 1.8004, 0.9908]",3301,1000,8,6,32,4,601.5,cuda,cut,0.05,8,float32,0.2733522829962756,20
hops,s3168,1,gcn,softplus,2.0,3168,0.18616308219772404,0.2544147877987822,0.19990357789496135,0.19040591222322656,True,False,True,"[0.05916, 0.05472, 0.0543]",[],3301,1000,8,6,32,4,34.0,cuda,cut,0.05,8,float32,0.28291310491861643,20
hops,s3168,1,heat,softplus,2.0,3168,0.1923134161830842,0.27211183105563325,0.20532826916292612,0.19040591222322656,False,False,False,"[0.05913, 0.05171, 0.05589]","[11.7818, 7.6874, 5.7334, 5.6232]",3301,1000,8,6,32,4,284.3,cuda,cut,0.05,8,float32,0.28291310491861643,20
hops,s3168,1,qw,softplus,2.0,3168,0.19231359343540697,0.2721107784077475,0.20532831468249285,0.19040591222322656,False,True,True,"[0.05922, 0.05221, 0.05166]","[6.1126, 4.8884, 1.8239, 2.8232]",3301,1000,8,6,32,4,627.6,cuda,cut,0.05,8,float32,0.28291310491861643,20
hops,s3168,2,gcn,softplus,2.0,3168,0.1879931789737035,0.27789393283200753,0.18952098581822344,0.18885280880767394,True,False,True,"[0.05279, 0.05069, 0.05039]",[],3301,1000,8,6,32,4,34.0,cuda,cut,0.05,8,float32,0.27335988091577906,20
hops,s3168,2,heat,softplus,2.0,3168,0.1897303209138755,0.2797804666115866,0.1911233202477851,0.18885280880767394,False,True,True,"[0.05248, 0.04675, 0.04066]","[9.8857, 8.9804, 7.1675, 5.478]",3301,1000,8,6,32,4,291.9,cuda,cut,0.05,8,float32,0.27335988091577906,20
hops,s3168,2,qw,softplus,2.0,3168,0.09530199827137953,0.1395306668905468,0.09958068407822701,0.18885280880767394,True,True,True,"[0.05249, 0.05094, 0.041]","[5.1717, 4.3021, 2.4445, 1.4846]",3301,1000,8,6,32,4,637.2,cuda,cut,0.05,8,float32,0.27335988091577906,20
hops,s3168,3,gcn,softplus,2.0,3168,0.19650493904098443,0.25730528899152777,0.17939701568361166,0.19969980827360634,True,False,False,"[0.04804, 0.04567, 0.04577]",[],3301,1000,8,6,32,4,33.8,cuda,cut,0.05,8,float32,0.28059882068210995,20
hops,s3168,3,heat,softplus,2.0,3168,0.09117751962123893,0.1346929712343062,0.0836701958832411,0.19969980827360634,True,True,True,"[0.0466, 0.03003, 0.01923]","[12.1409, 10.7722, 10.5771, 10.8063]",3301,1000,8,6,32,4,295.8,cuda,cut,0.05,8,float32,0.28059882068210995,20
hops,s3168,3,qw,softplus,2.0,3168,0.2005714615580574,0.28878681439873816,0.1868192186341574,0.19969980827360634,False,False,False,"[0.04517, 0.04763, 0.04922]","[4.3435, 2.8528, 2.3806, 3.2927]",3301,1000,8,6,32,4,625.7,cuda,cut,0.05,8,float32,0.28059882068210995,20
hops,s3168,4,gcn,softplus,2.0,3168,0.17010837944597046,0.2305316526972706,0.17503737309964368,0.1793584594746459,True,True,True,"[0.04956, 0.04517, 0.04401]",[],3301,1000,8,6,32,4,34.1,cuda,cut,0.05,8,float32,0.26918628746396744,20
hops,s3168,4,heat,softplus,2.0,3168,0.08024642378211755,0.11130509200293205,0.0858171294689369,0.1793584594746459,True,True,True,"[0.04939, 0.02988, 0.01583]","[13.4463, 10.3479, 10.2865, 9.8556]",3301,1000,8,6,32,4,300.3,cuda,cut,0.05,8,float32,0.26918628746396744,20
hops,s3168,4,qw,softplus,2.0,3168,0.18074927482340852,0.27200157361484295,0.18410984181955978,0.1793584594746459,False,False,False,"[0.04958, 0.04712, 0.04813]","[3.8116, 2.3941, 1.8778, 0.9929]",3301,1000,8,6,32,4,619.1,cuda,cut,0.05,8,float32,0.26918628746396744,20
hops,s3168,5,gcn,softplus,2.0,3168,0.17815702330618577,0.2673358002831432,0.1918300271542529,0.18268675369910994,True,False,False,"[0.05629, 0.05171, 0.05176]",[],3301,1000,8,6,32,4,34.2,cuda,cut,0.05,8,float32,0.2718316066357322,20
hops,s3168,5,heat,softplus,2.0,3168,0.10822599728220152,0.16385505287862037,0.11059913782589842,0.18268675369910994,True,True,True,"[0.05643, 0.04532, 0.02048]","[12.9727, 10.7023, 10.8145, 9.8255]",3301,1000,8,6,32,4,295.6,cuda,cut,0.05,8,float32,0.2718316066357322,20
hops,s3168,5,qw,softplus,2.0,3168,0.18441122964050807,0.27035594026940146,0.19725827920656872,0.18268675369910994,False,True,True,"[0.05646, 0.05235, 0.045]","[5.4844, 4.5528, 1.4637, 2.8752]",3301,1000,8,6,32,4,647.8,cuda,cut,0.05,8,float32,0.2718316066357322,20
hops,s3168,6,gcn,softplus,2.0,3168,0.17390736273347998,0.26324370496296945,0.1793818404526753,0.18185050115408688,True,True,True,"[0.05093, 0.04745, 0.04509]",[],3301,1000,8,6,32,4,34.2,cuda,cut,0.05,8,float32,0.2743894027213865,20
hops,s3168,6,heat,softplus,2.0,3168,0.07847687052754898,0.12105615237398519,0.08061791731178704,0.18185050115408688,True,True,True,"[0.04594, 0.02741, 0.01512]","[12.6576, 11.9958, 10.9924, 11.0041]",3301,1000,8,6,32,4,302.7,cuda,cut,0.05,8,float32,0.2743894027213865,20
hops,s3168,6,qw,softplus,2.0,3168,0.18273011032591482,0.27047402352669137,0.18692768068432647,0.18185050115408688,False,False,False,"[0.04661, 0.04739, 0.04924]","[4.8963, 4.028, 1.9118, 1.2957]",3301,1000,8,6,32,4,670.1,cuda,cut,0.05,8,float32,0.2743894027213865,20
hops,s3168,7,gcn,softplus,2.0,3168,0.18262372346151415,0.26016376752319276,0.18637482231853864,0.18507136827534076,True,False,True,"[0.05008, 0.04657, 0.04651]",[],3301,1000,8,6,32,4,37.6,cuda,cut,0.05,8,float32,0.26741651358657087,20
hops,s3168,7,heat,softplus,2.0,3168,0.18528905621599853,0.2776981101996871,0.1876234802459496,0.18507136827534076,False,False,False,"[0.04917, 0.04586, 0.04992]","[7.562, 7.4281, 4.8206, 5.168]",3301,1000,8,6,32,4,307.0,cuda,cut,0.05,8,float32,0.26741651358657087,20
hops,s3168,7,qw,softplus,2.0,3168,0.08063709231016895,0.08674035956170677,0.08611827729445662,0.18507136827534076,True,True,True,"[0.05119, 0.04399, 0.01554]","[5.5599, 4.808, 3.5233, 3.7595]",3301,1000,8,6,32,4,662.7,cuda,cut,0.05,8,float32,0.26741651358657087,20
hops,s3168,8,gcn,softplus,2.0,3168,0.1872196127035379,0.2483576754083954,0.18714395055642608,0.1912017751366342,True,False,True,"[0.05371, 0.04926, 0.04901]",[],3301,1000,8,6,32,4,34.7,cuda,cut,0.05,8,float32,0.2826095126381792,20
hops,s3168,8,heat,softplus,2.0,3168,0.12114196539968598,0.22092779142993121,0.12267421861870022,0.1912017751366342,True,True,True,"[0.05487, 0.04126, 0.0241]","[14.2584, 9.9615, 9.6148, 9.9288]",3301,1000,8,6,32,4,306.8,cuda,cut,0.05,8,float32,0.2826095126381792,20
hops,s3168,8,qw,softplus,2.0,3168,0.06447729715698804,0.0887953989410154,0.06298880673303489,0.1912017751366342,True,True,True,"[0.05491, 0.05017, 0.01979]","[5.5061, 4.5228, 3.986, 4.1883]",3301,1000,8,6,32,4,668.0,cuda,cut,0.05,8,float32,0.2826095126381792,20
hops,s3168,9,gcn,softplus,2.0,3168,0.16752791619146837,0.23637070074089847,0.18175872437323143,0.17697521552400586,True,False,True,"[0.05159, 0.04736, 0.04657]",[],3301,1000,8,6,32,4,34.3,cuda,cut,0.05,8,float32,0.26738294438242854,20
hops,s3168,9,heat,softplus,2.0,3168,0.17812528896996294,0.27029543726411115,0.19021767259835892,0.17697521552400586,False,False,False,"[0.0516, 0.04684, 0.04876]","[7.9767, 7.4717, 7.4607, 4.5126]",3301,1000,8,6,32,4,309.4,cuda,cut,0.05,8,float32,0.26738294438242854,20
hops,s3168,9,qw,softplus,2.0,3168,0.17297107286764793,0.2643515536039454,0.18548561876679118,0.17697521552400586,True,False,False,"[0.05201, 0.04521, 0.04885]","[4.5176, 2.5141, 3.2614, 0.863]",3301,1000,8,6,32,4,650.6,cuda,cut,0.05,8,float32,0.26738294438242854,20
delay,s3168,0,gcn,softplus,2.0,3168,0.1761375833624642,0.2961527429793676,0.1800546573125978,0.1670811829159232,False,False,False,"[0.0483, 0.04095, 0.04171]",[],3301,1000,8,6,32,4,35.5,cuda,cut,0.05,8,float32,0.2429690204103665,20
delay,s3168,0,heat,softplus,2.0,3168,0.0998150976782885,0.13181652314385883,0.09912196445528558,0.1670811829159232,True,True,True,"[0.04838, 0.03653, 0.02015]","[13.7819, 9.1698, 8.3547, 8.2513]",3301,1000,8,6,32,4,314.9,cuda,cut,0.05,8,float32,0.2429690204103665,20
delay,s3168,0,qw,softplus,2.0,3168,0.09781839047298535,0.12751460823499142,0.09448753188406393,0.1670811829159232,True,True,True,"[0.04841, 0.03833, 0.02052]","[5.1472, 4.137, 2.1819, 1.1705]",3301,1000,8,6,32,4,648.0,cuda,cut,0.05,8,float32,0.2429690204103665,20
delay,s3168,1,gcn,softplus,2.0,3168,0.16452723799087382,0.239750047266002,0.1720355028940898,0.16971510523350664,True,False,True,"[0.04822, 0.04433, 0.04359]",[],3301,1000,8,6,32,4,38.9,cuda,cut,0.05,8,float32,0.24401424813285896,20
delay,s3168,1,heat,softplus,2.0,3168,0.09032491522739046,0.13816249497918878,0.10249688987893721,0.16971510523350664,True,True,True,"[0.04844, 0.04194, 0.02913]","[13.1039, 8.3074, 6.3479, 7.185]",3301,1000,8,6,32,4,299.1,cuda,cut,0.05,8,float32,0.24401424813285896,20
delay,s3168,1,qw,softplus,2.0,3168,0.0995914460994638,0.1732421721753752,0.11449476391682784,0.16971510523350664,True,True,True,"[0.04853, 0.0458, 0.03761]","[4.757, 3.2264, 0.876, 1.743]",3301,1000,8,6,32,4,615.8,cuda,cut,0.05,8,float32,0.24401424813285896,20
delay,s3168,2,gcn,softplus,2.0,3168,0.16849177442992777,0.21132038601630806,0.1717517743563436,0.16746935214195088,False,False,True,"[0.04483, 0.0433, 0.04154]",[],3301,1000,8,6,32,4,39.0,cuda,cut,0.05,8,float32,0.23893269339868084,20
