task,shell,seed,op,t_param,t_init,n_nodes,mae,aurc,train_mae,const_mae,beats_const,valid,monotone,loss_thirds,t_learned,params,epochs,n_train,n_eval,hidden,n_layers,secs,device,seam,ppr_alpha,sgc_k,dtype,const_aurc,ppr_k
hops,s3168,0,sgc,softplus,0.5,3168,0.17751313547481493,0.24504002171529357,0.17751313431301352,0.1775131322700618,False,False,False,"[0.05122, 0.04477, 0.04607]",[],3301,1000,8,6,32,4,36.9,cuda,keep,0.05,64,float32,0.24503996099980466,20
hops,s3168,1,sgc,softplus,0.5,3168,0.17751306608657946,0.24503842998974343,0.177513066025432,0.17751313254600928,True,False,False,"[0.04836, 0.04145, 0.04655]",[],3301,1000,8,6,32,4,35.7,cuda,keep,0.05,64,float32,0.24503996733854405,20
hops,s3168,2,sgc,softplus,0.5,3168,0.1235728957376722,0.1807326496443231,0.12357291523390684,0.17751313199411436,True,True,True,"[0.04746, 0.04461, 0.03584]",[],3301,1000,8,6,32,4,35.5,cuda,keep,0.05,64,float32,0.2450399546610653,20
hops,s3168,3,sgc,softplus,0.5,3168,0.14560547222066608,0.17921504257552842,0.1456054829148049,0.1775131328219567,True,False,True,"[0.04645, 0.0464, 0.04368]",[],3301,1000,8,6,32,4,35.6,cuda,keep,0.05,64,float32,0.24503997367728345,20
hops,s3168,4,sgc,softplus,0.5,3168,0.12869046378633014,0.14462449772447983,0.1286904602799555,0.17751313227006182,True,True,True,"[0.04782, 0.04472, 0.04155]",[],3301,1000,8,6,32,4,35.5,cuda,keep,0.05,64,float32,0.24503996099980466,20
hops,s3168,5,sgc,softplus,0.5,3168,0.14024278732065287,0.2652951513010255,0.14024278374783922,0.17751313254600923,True,True,True,"[0.04912, 0.04547, 0.03219]",[],3301,1000,8,6,32,4,35.6,cuda,keep,0.05,64,float32,0.24503996733854405,20
hops,s3168,6,sgc,softplus,0.5,3168,0.14958156480356702,0.24289786199144858,0.14958156777940917,0.17751313199411436,True,True,True,"[0.04798, 0.04522, 0.04122]",[],3301,1000,8,6,32,4,28.4,cuda,keep,0.05,64,float32,0.2450399546610653,20
hops,s3168,7,sgc,softplus,0.5,3168,0.17751313231396257,0.245039962279369,0.1775131325773669,0.17751313254600923,True,False,False,"[0.04719, 0.04101, 0.04513]",[],3301,1000,8,6,32,4,24.6,cuda,keep,0.05,64,float32,0.24503996733854405,20
hops,s3168,8,sgc,softplus,0.5,3168,0.17053931933021807,0.24231835581869424,0.17053932008436984,0.17751313199411436,True,True,True,"[0.04917, 0.04481, 0.03834]",[],3301,1000,8,6,32,4,28.3,cuda,keep,0.05,64,float32,0.2450399546610653,20
hops,s3168,9,sgc,softplus,0.5,3168,0.17336481989452282,0.24186440622964944,0.17336482010461918,0.17751313199411436,True,False,False,"[0.04755, 0.04554, 0.04559]",[],3301,1000,8,6,32,4,35.6,cuda,keep,0.05,64,float32,0.2450399546610653,20
delay,s3168,0,sgc,softplus,0.5,3168,0.1715636445517669,0.22950993367855158,0.16972330471029212,0.17132890445224533,False,False,False,"[0.04863, 0.04201, 0.04298]",[],3301,1000,8,6,32,4,36.6,cuda,keep,0.05,64,float32,0.2290273921377387,20
delay,s3168,1,sgc,softplus,0.5,3168,0.16678029825404894,0.23042359161613346,0.1731744559785346,0.16584156552513496,False,False,False,"[0.04686, 0.04231, 0.04579]",[],3301,1000,8,6,32,4,36.5,cuda,keep,0.05,64,float32,0.22160523053980408,20
delay,s3168,2,sgc,softplus,0.5,3168,0.17031639171446758,0.2274918977052103,0.1690696131452275,0.16977395215020782,False,False,False,"[0.04439, 0.04206, 0.04255]",[],3301,1000,8,6,32,4,36.1,cuda,keep,0.05,64,float32,0.22787955396072127,20
delay,s3168,3,sgc,softplus,0.5,3168,0.1673694441812007,0.22749439164551488,0.16962146917417573,0.166839625445786,False,False,True,"[0.04352, 0.04317, 0.04211]",[],3301,1000,8,6,32,4,35.9,cuda,keep,0.05,64,float32,0.2234006155660965,20
delay,s3168,4,sgc,softplus,0.5,3168,0.1691490384740857,0.2243146941987795,0.16642906492581294,0.16887261622057373,False,False,False,"[0.04387, 0.03998, 0.04289]",[],3301,1000,8,6,32,4,36.0,cuda,keep,0.05,64,float32,0.22600552994472356,20
delay,s3168,5,sgc,softplus,0.5,3168,0.1762078900553301,0.23550867375004877,0.1700649131713785,0.17610110356471453,False,True,True,"[0.04643, 0.04247, 0.04118]",[],3301,1000,8,6,32,4,36.6,cuda,keep,0.05,64,float32,0.2365409157401118,20
delay,s3168,6,sgc,softplus,0.5,3168,0.16984224117612653,0.22482059270179258,0.16819409341468314,0.16982241262550865,False,False,False,"[0.04476, 0.04211, 0.04217]",[],3301,1000,8,6,32,4,36.5,cuda,keep,0.05,64,float32,0.2280319209424341,20
delay,s3168,7,sgc,softplus,0.5,3168,0.16829287562235526,0.22995898619432886,0.17178276748279012,0.1677615015280687,False,False,False,"[0.04515, 0.04302, 0.04348]",[],3301,1000,8,6,32,4,36.6,cuda,keep,0.05,64,float32,0.2246330159342994,20
delay,s3168,8,sgc,softplus,0.5,3168,0.13106288415775125,0.21255439328801984,0.131443197635419,0.17050358094005516,True,True,True,"[0.04734, 0.04311, 0.03469]",[],3301,1000,8,6,32,4,36.6,cuda,keep,0.05,64,float32,0.2284529758199344,20
delay,s3168,9,sgc,softplus,0.5,3168,0.1537762561129302,0.2136324265960677,0.15472787900584117,0.1699008036630525,True,False,True,"[0.04533, 0.04289, 0.04238]",[],3301,1000,8,6,32,4,36.5,cuda,keep,0.05,64,float32,0.22819271723378212,20
hops,s1584,0,sgc,softplus,0.5,1584,0.07131932989571883,0.11244303652068062,0.07131933253799386,0.20184178746803996,True,True,True,"[0.06136, 0.04542, 0.01044]",[],3301,1000,8,6,32,4,30.3,cuda,keep,0.05,64,float32,0.25842925074459583,20
hops,s1584,1,sgc,softplus,0.5,1584,0.07613397847472217,0.11090358031541447,0.07613396771473227,0.20184178746803996,True,True,True,"[0.05845, 0.05349, 0.01554]",[],3301,1000,8,6,32,4,30.1,cuda,keep,0.05,64,float32,0.25842925074459583,20
hops,s1584,2,sgc,softplus,0.5,1584,0.20184178746803996,0.25842925074459583,0.20184178746803993,0.20184178746803996,False,False,False,"[0.05761, 0.0547, 0.05584]",[],3301,1000,8,6,32,4,30.2,cuda,keep,0.05,64,float32,0.25842925074459583,20
