task,shell,seed,op,t_param,t_init,n_nodes,mae,aurc,train_mae,const_mae,beats_const,valid,monotone,loss_thirds,t_learned,params,epochs,n_train,n_eval,hidden,n_layers,secs,device
hops,s3168,0,gcn,softplus,2.0,3168,0.17547341418665793,0.25497489406832125,0.1754734145560904,0.1775131322700618,True,True,True,"[0.05112, 0.04482, 0.04445]",[],3301,1000,8,6,32,4,67.2,cuda
hops,s3168,0,heat,softplus,2.0,3168,0.17751490025897118,0.24508057540110048,0.17751490035461207,0.1775131322700618,False,True,True,"[0.05106, 0.04205, 0.04011]","[12.199, 5.9786, 5.44, 5.3618]",3301,1000,8,6,32,4,153.2,cuda
hops,s3168,0,qw,softplus,2.0,3168,0.17757382344529785,0.24356990806599174,0.1775738232759665,0.1775131322700618,False,True,True,"[0.05107, 0.04317, 0.03943]","[3.3545, 4.927, 3.0456, 1.6768]",3301,1000,8,6,32,4,357.7,cuda
hops,s3168,1,gcn,softplus,2.0,3168,0.17174666056014373,0.2410939394742576,0.171746660569845,0.17751313254600928,True,True,True,"[0.04847, 0.04475, 0.04295]",[],3301,1000,8,6,32,4,35.1,cuda
hops,s3168,1,heat,softplus,2.0,3168,0.09441462915973982,0.16250935215755521,0.09441462923323435,0.17751313254600928,True,True,True,"[0.04823, 0.04102, 0.02826]","[13.018, 8.078, 5.2294, 5.138]",3301,1000,8,6,32,4,176.9,cuda
hops,s3168,1,qw,softplus,2.0,3168,0.13718017037826205,0.19890507774510616,0.13718016836216035,0.17751313254600928,True,True,True,"[0.04824, 0.04504, 0.03935]","[3.1437, 3.6866, 0.5633, 2.543]",3301,1000,8,6,32,4,372.4,cuda
hops,s3168,2,gcn,softplus,2.0,3168,0.1720622528378886,0.2412574420490363,0.17206225298213387,0.17751313199411436,True,False,True,"[0.04741, 0.04483, 0.04308]",[],3301,1000,8,6,32,4,27.8,cuda
hops,s3168,2,heat,softplus,2.0,3168,0.10096427210746177,0.19577310217007135,0.10096427145463444,0.17751313199411436,True,True,True,"[0.04741, 0.04226, 0.02801]","[13.1001, 6.8989, 6.2979, 5.8536]",3301,1000,8,6,32,4,171.5,cuda
hops,s3168,2,qw,softplus,2.0,3168,0.056063382692716594,0.10461761299795595,0.056063386348824046,0.17751313199411436,True,True,True,"[0.04741, 0.04035, 0.01057]","[0.5017, 0.0115, 6.2086, 5.0089]",3301,1000,8,6,32,4,379.1,cuda
hops,s3168,3,gcn,softplus,2.0,3168,0.17249167920717412,0.24208247550275439,0.17249167935024345,0.1775131328219567,True,False,True,"[0.04643, 0.04499, 0.04329]",[],3301,1000,8,6,32,4,35.0,cuda
hops,s3168,3,heat,softplus,2.0,3168,0.158849685700604,0.3059449876862462,0.15884968410645886,0.1775131328219567,True,True,True,"[0.04645, 0.0408, 0.02661]","[12.1748, 6.8805, 6.9516, 7.1882]",3301,1000,8,6,32,4,177.9,cuda
hops,s3168,3,qw,softplus,2.0,3168,0.17752073324200782,0.2447235114281112,0.17752073324200782,0.1775131328219567,False,True,True,"[0.04624, 0.0392, 0.03295]","[1.3957, 0.0062, 0.0064, 5.9185]",3301,1000,8,6,32,4,377.4,cuda
hops,s3168,4,gcn,softplus,2.0,3168,0.17228200699920806,0.24143895667560908,0.17228200700636154,0.17751313227006182,True,False,True,"[0.04749, 0.04536, 0.04342]",[],3301,1000,8,6,32,4,35.1,cuda
hops,s3168,4,heat,softplus,2.0,3168,0.17628558873126807,0.23257596327468857,0.17628558855644907,0.17751313227006182,True,False,False,"[0.0477, 0.03876, 0.04186]","[12.6615, 5.9687, 5.5968, 5.5511]",3301,1000,8,6,32,4,173.2,cuda
hops,s3168,4,qw,softplus,2.0,3168,0.061021014094362135,0.11760867385005296,0.06102101826120751,0.17751313227006182,True,True,True,"[0.0477, 0.04285, 0.02144]","[5.5808, 4.5183, 1.7307, 2.3082]",3301,1000,8,6,32,4,378.6,cuda
hops,s3168,5,gcn,softplus,2.0,3168,0.17228669640082891,0.2414524688404324,0.1722866963339979,0.17751313254600923,True,True,True,"[0.04888, 0.04455, 0.0431]",[],3301,1000,8,6,32,4,35.7,cuda
hops,s3168,5,heat,softplus,2.0,3168,0.10164222839485966,0.16474359703579378,0.10164222107892103,0.17751313254600923,True,True,True,"[0.04897, 0.0444, 0.03244]","[0.4291, 0.1761, 0.0012, 10.3452]",3301,1000,8,6,32,4,174.9,cuda
hops,s3168,5,qw,softplus,2.0,3168,0.11074808333382663,0.16195083480591987,0.11074808407033973,0.17751313254600923,True,True,True,"[0.04897, 0.04516, 0.03067]","[1.7798, 0.21, 0.006, 6.2737]",3301,1000,8,6,32,4,373.4,cuda
