task,shell,seed,op,t_param,t_init,n_nodes,mae,aurc,train_mae,const_mae,beats_const,valid,monotone,loss_thirds,t_learned,params,epochs,n_train,n_eval,hidden,n_layers,secs,device
hops,s4400,0,gcn,relu,2.0,4400,0.1872852918483091,0.2515079648861745,0.18728529185056686,0.1873957733403553,True,True,True,"[0.06767, 0.0493, 0.04925]",[],612,200,8,6,16,3,20.2,cuda
hops,s4400,0,heat,relu,2.0,4400,0.18709312853375168,0.2548563135221433,0.18709313085810705,0.1873957733403553,True,True,True,"[0.06768, 0.0493, 0.04922]","[0.9631, -0.1846, -0.1806]",612,200,8,6,16,3,51.7,cuda
hops,s4400,0,qw,relu,2.0,4400,0.18721237760940282,0.255372393621079,0.1872123795392161,0.1873957733403553,True,True,True,"[0.06768, 0.0493, 0.04924]","[0.6999, -0.0748, 0.0154]",612,200,8,6,16,3,97.4,cuda
hops,s4400,1,gcn,relu,2.0,4400,0.1860806364825729,0.25059475400367,0.18608063649470835,0.1873957731416731,True,True,True,"[0.07511, 0.04931, 0.04894]",[],612,200,8,6,16,3,17.7,cuda
hops,s4400,1,heat,relu,2.0,4400,0.1873692629373435,0.2521023319085176,0.18736926447854124,0.1873957731416731,True,True,True,"[0.07499, 0.04935, 0.04933]","[0.55, 0.2907, 0.2907]",612,200,8,6,16,3,52.4,cuda
hops,s4400,1,qw,relu,2.0,4400,0.18736753489709265,0.2528799883675388,0.18736753378571436,0.1873957731416731,True,True,True,"[0.075, 0.04935, 0.04933]","[0.9984, 0.5502, 0.5445]",612,200,8,6,16,3,97.7,cuda
hops,s4400,2,gcn,relu,2.0,4400,0.18717888851734724,0.25206258951425475,0.18717888852327386,0.18739577294299095,True,True,True,"[0.08098, 0.04929, 0.04922]",[],612,200,8,6,16,3,17.4,cuda
hops,s4400,2,heat,relu,2.0,4400,0.18722911543241053,0.25270374619587394,0.18722911608151416,0.18739577294299095,True,True,True,"[0.08099, 0.04929, 0.04922]","[1.0667, -0.0997, -0.0995]",612,200,8,6,16,3,52.1,cuda
hops,s4400,2,qw,relu,2.0,4400,0.18722843319854954,0.2526890600249269,0.18722843373194337,0.18739577294299095,True,True,True,"[0.08099, 0.04929, 0.04922]","[0.7324, 0.4606, 0.4592]",612,200,8,6,16,3,97.8,cuda
hops,s4400,3,gcn,relu,2.0,4400,0.1871496145111142,0.2511768040460667,0.18714961450970308,0.18739577334035526,True,True,True,"[0.05869, 0.04931, 0.04924]",[],612,200,8,6,16,3,17.5,cuda
hops,s4400,3,heat,relu,2.0,4400,0.1872970026505716,0.2527880343382314,0.1872970092186535,0.18739577334035526,True,True,True,"[0.05869, 0.04931, 0.04927]","[0.6697, 0.1987, -0.1226]",612,200,8,6,16,3,52.1,cuda
hops,s4400,3,qw,relu,2.0,4400,0.18729465711523186,0.2527853892610947,0.18729465423575178,0.18739577334035526,True,True,True,"[0.05869, 0.04931, 0.04927]","[0.6871, 0.4071, 0.1697]",612,200,8,6,16,3,97.5,cuda
hops,s4400,4,gcn,relu,2.0,4400,0.18717923138629308,0.2526652544157266,0.1871792315776375,0.18739577353903739,True,True,True,"[0.07117, 0.04929, 0.04919]",[],612,200,8,6,16,3,17.2,cuda
hops,s4400,4,heat,relu,2.0,4400,0.18716268776266864,0.2526514037471093,0.18716267683543264,0.18739577353903739,True,True,True,"[0.0716, 0.04929, 0.04919]","[1.7327, 0.0555, 0.0557]",612,200,8,6,16,3,55.0,cuda
hops,s4400,4,qw,relu,2.0,4400,0.18716137725295443,0.2526458578397875,0.18716138047081504,0.18739577353903739,True,True,True,"[0.0716, 0.0493, 0.04919]","[1.3313, 0.4684, 0.4691]",612,200,8,6,16,3,97.4,cuda
hops,s4400,5,gcn,relu,2.0,4400,0.1872051919861273,0.25270465275612947,0.18720519198189406,0.1873957731416731,True,True,True,"[0.07136, 0.04926, 0.0492]",[],612,200,8,6,16,3,17.4,cuda
hops,s4400,5,heat,relu,2.0,4400,0.18668955756746455,0.2538930906803727,0.18668955696577375,0.1873957731416731,True,True,True,"[0.07143, 0.04922, 0.04896]","[1.5567, 0.4569, 0.4568]",612,200,8,6,16,3,52.0,cuda
hops,s4400,5,qw,relu,2.0,4400,0.18629692477710316,0.25103863332472826,0.18629692626016384,0.1873957731416731,True,True,True,"[0.07143, 0.04922, 0.04876]","[0.7288, 1.2598, 1.0537]",612,200,8,6,16,3,97.4,cuda
hops,s4400,6,gcn,relu,2.0,4400,0.18722951290959663,0.2527147894009264,0.18722951291467654,0.18739577294299095,True,True,True,"[0.07849, 0.04928, 0.04922]",[],612,200,8,6,16,3,17.4,cuda
hops,s4400,6,heat,relu,2.0,4400,0.18720619914658143,0.25269173541917994,0.18720619642599062,0.18739577294299095,True,True,True,"[0.0787, 0.04928, 0.0492]","[1.0468, 0.0186, 0.0185]",612,200,8,6,16,3,52.1,cuda
hops,s4400,6,qw,relu,2.0,4400,0.1872041387404456,0.25268868647451553,0.18720413725061175,0.18739577294299095,True,True,True,"[0.07871, 0.04928, 0.0492]","[0.7461, 0.4901, 0.4778]",612,200,8,6,16,3,97.5,cuda
hops,s4400,7,gcn,relu,2.0,4400,0.18726452227794763,0.2527471882438395,0.1872645222641189,0.18739577294299095,True,True,True,"[0.09063, 0.04931, 0.04924]",[],612,200,8,6,16,3,17.1,cuda
hops,s4400,7,heat,relu,2.0,4400,0.18725378080976732,0.25273224635670366,0.1872537821251899,0.18739577294299095,True,True,True,"[0.09066, 0.04931, 0.04924]","[1.0919, -0.121, -0.122]",612,200,8,6,16,3,52.0,cuda
hops,s4400,7,qw,relu,2.0,4400,0.18725275153915089,0.25272863502365134,0.1872527518174188,0.18739577294299095,True,True,True,"[0.09066, 0.04931, 0.04924]","[0.7361, 0.3951, 0.4034]",612,200,8,6,16,3,97.7,cuda
hops,s4400,8,gcn,relu,2.0,4400,0.187246083275161,0.2527154515802505,0.18724608325399456,0.18739577334035526,True,True,True,"[0.08222, 0.04927, 0.04922]",[],612,200,8,6,16,3,17.2,cuda
hops,s4400,8,heat,relu,2.0,4400,0.18613634254106068,0.2533199384878147,0.1861363481467759,0.18739577334035526,True,True,True,"[0.08222, 0.04922, 0.04874]","[1.535, 1.313, 0.8436]",612,200,8,6,16,3,52.0,cuda
hops,s4400,8,qw,relu,2.0,4400,0.1858402243945183,0.252697652062498,0.18584022155200894,0.18739577334035526,True,True,True,"[0.08222, 0.04921, 0.0486]","[1.4382, 0.7758, 1.1363]",612,200,8,6,16,3,97.5,cuda
hops,s4400,9,gcn,relu,2.0,4400,0.18720239887070478,0.25271966915136557,0.18720239885744044,0.18739577334035526,True,True,True,"[0.07043, 0.04929, 0.04921]",[],612,200,8,6,16,3,17.6,cuda
hops,s4400,9,heat,relu,2.0,4400,0.1871954874626615,0.2527092491020485,0.18719548520970752,0.18739577334035526,True,True,True,"[0.07043, 0.0493, 0.0492]","[0.5934, 0.2291, 0.2292]",612,200,8,6,16,3,52.0,cuda
hops,s4400,9,qw,relu,2.0,4400,0.1871918133488207,0.2527050359746294,0.1871918057133867,0.18739577334035526,True,True,True,"[0.07043, 0.0493, 0.0492]","[0.6943, 0.5215, 0.521]",612,200,8,6,16,3,97.5,cuda
delay,s4400,0,gcn,relu,2.0,4400,0.1688957222963147,0.22561176448321554,0.1682340316900412,0.1685373764863294,False,True,True,"[0.0624, 0.04198, 0.04186]",[],612,200,8,6,16,3,19.4,cuda
delay,s4400,0,heat,relu,2.0,4400,0.16885298104505198,0.22271055560774802,0.1681374267000303,0.1685373764863294,False,True,True,"[0.0624, 0.04198, 0.04193]","[0.5687, -0.1899, -0.1767]",612,200,8,6,16,3,54.2,cuda
